"drug";"effect";"frequency";"max_probability";"min_probability"
Фуросемид;внезапный смерть;Часто неизвеста;;
Фуросемид;расстройство слух;Часто неизвеста;;
Фуросемид;потеря слух;Часто неизвеста;;
Фуросемид;парадоксальный отёк;Часто неизвеста;;
Фуросемид;сердечный аритмия;Не часто;;
Фуросемид;васкулит;Редко;0.001;0.0001
Фуросемид;системный васкулит;Часто неизвеста;;
Фуросемид;некротический ангит;Часто неизвеста;;
Фуросемид;ортостатический гипотензия;Часто неизвеста;;
Фуросемид;тромбофлебит;Часто неизвеста;;
Фуросемид;острый гипотония;Часто неизвеста;;
Фуросемид;циркуляторный коллапс;Часто неизвеста;;
Фуросемид;снижение кровяной давление;Часто неизвеста;;
Фуросемид;шок;Часто неизвеста;;
Фуросемид;гипотония;Часто неизвеста;;
Фуросемид;тромбоз;Часто неизвеста;;
Фуросемид;снижение ортостатический артериальный давление;Часто неизвеста;;
Фуросемид;нарушение зрение;Не часто;;
Фуросемид;прогрессировать миопия;Редко;0.001;0.0001
Фуросемид;размытый зрение;Редко;0.001;0.0001
Фуросемид;ксантопсия;Часто неизвеста;;
Фуросемид;парестезия;Редко;0.001;0.0001
Фуросемид;головокружение;Редко;0.001;0.0001
Фуросемид;сонливость;Редко;0.001;0.0001
Фуросемид;шум в ухо;Редко;0.001;0.0001
Фуросемид;гиперосмолярный кома;Редко;0.001;0.0001
Фуросемид;печёночный энцефалопатия;Часто неизвеста;;
Фуросемид;головной боль;Часто неизвеста;;
Фуросемид;обморок и потеря сознание;Часто неизвеста;;
Фуросемид;летаргия;Часто неизвеста;;
Фуросемид;активация или обострение волчанка;Редко;0.001;0.0001
Фуросемид;судорога мышца нога;Редко;0.001;0.0001
Фуросемид;хронический артрит;Редко;0.001;0.0001
Фуросемид;мышечный спазм;Часто неизвеста;;
Фуросемид;рабдомиолиз;Часто неизвеста;;
Фуросемид;тяжёлый анафилактический или анафилактоидный реакция;Редко;0.001;0.0001
Фуросемид;аллергический реакция;Часто неизвеста;;
Фуросемид;желтуха;Очень редко;0.0001;0.0
Фуросемид;печёночный ишемия;Очень редко;0.0001;0.0
Фуросемид;увеличение фермент печень;Очень редко;0.0001;0.0
Фуросемид;нарушение функция печень;Часто неизвеста;;
Фуросемид;холестаз;Часто неизвеста;;
Фуросемид;увеличение поток жёлчь;Часто неизвеста;;
Фуросемид;расширение жёлчный путь;Часто неизвеста;;
Фуросемид;беспокойство;Часто неизвеста;;
Фуросемид;психиатрический расстройство;Часто неизвеста;;
Фуросемид;апатия;Часто неизвеста;;
Гепарин;кровоизлияние;Данные о частоте, собранные после продажи;;
Гепарин;ретроперитональный кровоизлияние;Данные о частоте, собранные после продажи;;
Гепарин;тромбоцитопения;Очень часто;1.0;0.1
Гепарин;повышенный уровень липопротеинлипаза в плазма;Часто неизвеста;;
Гепарин;устойчивость к гепарин;Данные о частоте, собранные после продажи;;
Гепарин;конъюнктивит;Часто неизвеста;;
Гепарин;цианоз;Часто неизвеста;;
Гепарин;тахипноэ;Часто неизвеста;;
Гепарин;ощущение сдавленность;Часто неизвеста;;
Гепарин;ангионеротический отёк;Часто неизвеста;;
Гепарин;анафилактический шок;Часто неизвеста;;
Гепарин;озноб;Данные о частоте, собранные после продажи;;
Гепарин;высокий температура;Данные о частоте, собранные после продажи;;
Гепарин;крапивница;Данные о частоте, собранные после продажи;;
Гепарин;астма;Данные о частоте, собранные после продажи;;
Гепарин;ринит;Данные о частоте, собранные после продажи;;
Гепарин;лэктримация;Данные о частоте, собранные после продажи;;
Гепарин;головной боль;Данные о частоте, собранные после продажи;;
Гепарин;тошнота;Данные о частоте, собранные после продажи;;
Гепарин;рвота;Данные о частоте, собранные после продажи;;
Гепарин;анафилактоидный реакция;Данные о частоте, собранные после продажи;;
Гепарин;шок;Данные о частоте, собранные после продажи;;
Гепарин;зуд;Данные о частоте, собранные после продажи;;
Гепарин;сжигание;Данные о частоте, собранные после продажи;;
Гепарин;эритематозный узелок;Часто неизвеста;;
Гепарин;проникнуть, а иногда и экзема, похожий на табличка;Часто неизвеста;;
Гепарин;местный раздражение;Данные о частоте, собранные после продажи;;
Гепарин;эритема;Данные о частоте, собранные после продажи;;
Гепарин;лёгкий боль;Данные о частоте, собранные после продажи;;
Гепарин;гематома;Данные о частоте, собранные после продажи;;
Гепарин;язвение;Данные о частоте, собранные после продажи;;
Гепарин;гистаминоподобный реакция;Данные о частоте, собранные после продажи;;
Гепарин;некроз кожа;Данные о частоте, собранные после продажи;;
Гепарин;аллергический реакция;Часто неизвеста;;
Гепарин;гипереозинофилия;Часто неизвеста;;
Гепарин;индуцировать гепарин тромбоцитопения;Данные о частоте, собранные после продажи;;
Гепарин;тромбоцитопения и тромбоз, вызвать гепарин;Данные о частоте, собранные после продажи;;
Гепарин;генерализовать реакция гиперчувствительность;Данные о частоте, собранные после продажи;;
Гепарин;гипоальдостеронизм;Часто неизвеста;;
Гепарин;кровоизлияние в надпочечник;Данные о частоте, собранные после продажи;;
Гепарин;острый надпочечниковый недостаточность;Данные о частоте, собранные после продажи;;
Гепарин;фатальный кровоизлияние надпочечник;Данные о частоте, собранные после продажи;;
Гепарин;подавление синтез альдостерон;Данные о частоте, собранные после продажи;;
Гепарин;увеличение калий в плазма;Часто неизвеста;;
Гепарин;гиперкалиемия;Часто неизвеста;;
Гепарин;метаболический ацидоз;Часто неизвеста;;
Гепарин;рецидив гиперлипидемия;Данные о частоте, собранные после продажи;;
Гепарин;значительный костяной деминерализация;Часто неизвеста;;
Гепарин;спонтанный перелом кость;Часто неизвеста;;
Гепарин;остеопороз;Данные о частоте, собранные после продажи;;
Гепарин;экхимоз;Часто неизвеста;;
Гепарин;кожный некроз;Данные о частоте, собранные после продажи;;
Гепарин;задержать транзиторный алопеция;Данные о частоте, собранные после продажи;;
Гепарин;увеличение трансаминаз в сыворотка;Часто неизвеста;;
Гепарин;значительный провышение алта;Данные о частоте, собранные после продажи;;
Гепарин;значительный повышение уровень аста;Данные о частоте, собранные после продажи;;
Гепарин;кровоизлияние яичник;Данные о частоте, собранные после продажи;;
Гепарин;приапизм;Данные о частоте, собранные после продажи;;
Гепарин;подавление функция почка;Часто неизвеста;;
Гидрохлоротиазид;нарушение водный-электролитный баланс;Часто неизвеста;;
Гидрохлоротиазид;гипергликемия;Часто неизвеста;;
Гидрохлоротиазид;гликосурия;Часто неизвеста;;
Гидрохлоротиазид;гиперурикемия;Часто неизвеста;;
Гидрохлоротиазид;метаболический алкалоз;Часто неизвеста;;
Гидрохлоротиазид;гипонатриемия;Часто неизвеста;;
Гидрохлоротиазид;гипомагнесемия;Часто неизвеста;;
Гидрохлоротиазид;гиперкальциемия;Часто неизвеста;;
Гидрохлоротиазид;повышенный уровень мочевой кислота в сыворотка;Часто неизвеста;;
Гидрохлоротиазид;непереносимость глюкоза и потенциально вредный влияние на липидный профиль;Часто неизвеста;;
Гидрохлоротиазид;увеличение холестерин в сыворотка;Часто неизвеста;;
Гидрохлоротиазид;анафилактический реакция;Часто неизвеста;;
Гидрохлоротиазид;некротический ангит;Часто неизвеста;;
Гидрохлоротиазид;респираторный дистресс;Часто неизвеста;;
Гидрохлоротиазид;светочувствительность;Часто неизвеста;;
Гидрохлоротиазид;высокий температура;Часто неизвеста;;
Гидрохлоротиазид;крапивница;Часто неизвеста;;
Гидрохлоротиазид;сыпь;Часто неизвеста;;
Гидрохлоротиазид;пурпур;Часто неизвеста;;
Гидрохлоротиазид;токсический эпидермальный некролиз;Часто неизвеста;;
Гидрохлоротиазид;многоформенный экссудативный эритема;Часто неизвеста;;
Гидрохлоротиазид;отшелушиваться дерматит;Часто неизвеста;;
Гидрохлоротиазид;алопеция;Часто неизвеста;;
Гидрохлоротиазид;эритема аннулярный центрифугальный;Часто неизвеста;;
Гидрохлоротиазид;острый экзематозный дерматит;Часто неизвеста;;
Гидрохлоротиазид;морбилформичный и лейкоцитокластический васкулит;Часто неизвеста;;
Гидрохлоротиазид;фототоксичный дерматит;Часто неизвеста;;
Гидрохлоротиазид;почечный недостаточность;Часто неизвеста;;
Гидрохлоротиазид;интерстициальный нефрит;Часто неизвеста;;
Гидрохлоротиазид;гипотония, включая ортостатический гипотония (мочь быть усугубить алкоголь);Часто неизвеста;;
Гидрохлоротиазид;барбитурат;Часто неизвеста;;
Гидрохлоротиазид;сердечный аритмия;Часто неизвеста;;
Гидрохлоротиазид;панкреатит;Часто неизвеста;;
Гидрохлоротиазид;желтуха;Часто неизвеста;;
Гидрохлоротиазид;диарея;Часто неизвеста;;
Гидрохлоротиазид;рвота;Часто неизвеста;;
Гидрохлоротиазид;сиаладенит;Часто неизвеста;;
Гидрохлоротиазид;судорога;Часто неизвеста;;
Гидрохлоротиазид;запор;Часто неизвеста;;
Гидрохлоротиазид;раздражение желудок;Часто неизвеста;;
Гидрохлоротиазид;тошнота;Часто неизвеста;;
Гидрохлоротиазид;анорексия;Часто неизвеста;;
Гидрохлоротиазид;острый холецистит;Часто неизвеста;;
Гидрохлоротиазид;острый некардиогенный отёк лёгкий;Редко;0.001;0.0001
Гидрохлоротиазид;аллергический васкулит;Редко;0.001;0.0001
Гидрохлоротиазид;гемолитический анемия;Редко;0.001;0.0001
Гидрохлоротиазид;развитие сыпь, гистологически идентичный субакутном кожный красный волчаночное дерматит;Редко;0.001;0.0001
Гидрохлоротиазид;апластический анемия;Часто неизвеста;;
Гидрохлоротиазид;агранулоцитоз;Часто неизвеста;;
Гидрохлоротиазид;лейкопения;Часто неизвеста;;
Гидрохлоротиазид;тромбоцитопения;Часто неизвеста;;
Гидрохлоротиазид;мышечный спазм;Часто неизвеста;;
Гидрохлоротиазид;миалгия;Часто неизвеста;;
Гидрохлоротиазид;слабость;Часто неизвеста;;
Гидрохлоротиазид;головокружение;Часто неизвеста;;
Гидрохлоротиазид;парестеий;Часто неизвеста;;
Гидрохлоротиазид;головной боль;Часто неизвеста;;
Гидрохлоротиазид;беспокойство;Часто неизвеста;;
Гидрохлоротиазид;озноб;Часто неизвеста;;
Гидрохлоротиазид;временной размытость зрение;Часто неизвеста;;
Гидрохлоротиазид;идиосинкразический реакция на гидрохлоротиазид, приводить к острый транзиторный миопия и остроугольный глаукома;Часто неизвеста;;
Гидрохлоротиазид;ксантопсия;Часто неизвеста;;
Гидрохлоротиазид;импотенция;Часто неизвеста;;
Изосорбида динитрат;головной боль;Часто неизвеста;;
Изосорбида динитрат;головокружение;Часто неизвеста;;
Изосорбида динитрат;обморок;Часто неизвеста;;
Изосорбида динитрат;лёгкий головокружение;Часто неизвеста;;
Изосорбида динитрат;снижение артериальный давление и/орортостатический гипотония с помощь симптом и признак церебральный ишемия первый применение и при увеличение доза.;Часто;0.1;0.01
Изосорбида динитрат;значительный снижение артериальный давление с обострение симптоматический стенокардия;Не часто;;
Изосорбида динитрат;коллапс, связанный с нарушение сердечный ритм;Не часто;;
Изосорбида динитрат;бледность;Часто неизвеста;;
Изосорбида динитрат;анигина прогрессировать тип;Часто неизвеста;;
Изосорбида динитрат;отскоковый гипертензия;Часто неизвеста;;
Изосорбида динитрат;гипотония;Часто неизвеста;;
Изосорбида динитрат;переферический отёк у пациент, лечиться от сердечный недостаточность левый желудочек;Часто;0.1;0.01
Изосорбида динитрат;аллергический реакция кожа;Не часто;;
Изосорбида динитрат;экфолиативный дерматит/синдром стивенс-джонсон или ангиоотечь;Очень редко;0.0001;0.0
Изосорбида динитрат;кожный вазодилатация с покраснение;Часто неизвеста;;
Изосорбида динитрат;чрезмерный потоотделение;Часто неизвеста;;
Изосорбида динитрат;сыпь;Часто неизвеста;;
Изосорбида динитрат;тошнота и рвота;Не часто;;
Изосорбида динитрат;изжога;Часто неизвеста;;
Изосорбида динитрат;апоплексия гипофиз у пациент с недиагностировать опухоль гипофиз;Очень редко;0.0001;0.0
Изосорбида динитрат;закрытоуголый глаукома;Очень редко;0.0001;0.0
Изосорбида динитрат;альвеолярный гиповентиляция с последующий гипоксемия и риск развитие инфаркт миокард у пациент с корнарна болезнь сердце;Очень редко;0.0001;0.0
Изосорбида динитрат;метгемоглобинемия;Часто неизвеста;;
Изосорбида динитрат;пациент гемолитический анемиина с глюкозо-6-фосфатдегидрогеназа-дефицитный синдром;Часто неизвеста;;
Изосорбида динитрат;беспокойство;Часто неизвеста;;
Ивабрадин;сердечный недостаточность;Очень часто;1.0;0.1
Ивабрадин;брадикардия;Очень часто;1.0;0.1
Ивабрадин;гипертония;Часто;0.1;0.01
Ивабрадин;повышение артериальный давление;Часто;0.1;0.01
Ивабрадин;мерцательный аритмия;Часто;0.1;0.01
Ивабрадин;желудочковый экстрасистола;Часто;0.1;0.01
Ивабрадин;атриовентрикулярный блокада первый степень;Часто;0.1;0.01
Ивабрадин;нестабильный стенокардия;Часто;0.1;0.01
Ивабрадин;обострение стенокардия;Часто;0.1;0.01
Ивабрадин;миокардиальный ишемия;Часто;0.1;0.01
Ивабрадин;недостаточно контролировать артериальный давление;Часто;0.1;0.01
Ивабрадин;синусовый тахикардия;Часто;0.1;0.01
Ивабрадин;суправентрикулярный экстрасистола;Часто;0.1;0.01
Ивабрадин;предсердечный флаттер;Часто;0.1;0.01
Ивабрадин;желудочковый тахикардия;Часто;0.1;0.01
Ивабрадин;симптоматический брадикардия;Часто;0.1;0.01
Ивабрадин;безсимптомный брадикардия;Часто;0.1;0.01
Ивабрадин;стенокардия;Часто;0.1;0.01
Ивабрадин;острый инфаркт миокард;Часто;0.1;0.01
Ивабрадин;инфаркт миокард;Часто;0.1;0.01
Ивабрадин;гипотония;Часто;0.1;0.01
Ивабрадин;внезапный сердечный смерть;Часто;0.1;0.01
Ивабрадин;тахикардия;Не часто;;
Ивабрадин;синусовый аритмия;Не часто;;
Ивабрадин;удлинение интервал qt на экг;Не часто;;
Ивабрадин;атриовентрикулярный блокада второй степень;Очень редко;0.0001;0.0
Ивабрадин;атриовентрикулярный блокада третий степень;Очень редко;0.0001;0.0
Ивабрадин;синдром больной синусовый узел;Очень редко;0.0001;0.0
Ивабрадин;торсад де пойнтёс;Данные о частоте, собранные после продажи;;
Ивабрадин;желудочковый фибрилляция;Данные о частоте, собранные после продажи;;
Ивабрадин;фосфеноподобный событие;Очень часто;1.0;0.1
Ивабрадин;яркость зрение;Часто;0.1;0.01
Ивабрадин;размытый зрение;Часто;0.1;0.01
Ивабрадин;диплопия;Не часто;;
Ивабрадин;нарушение зрение;Не часто;;
Ивабрадин;пневмония;Часто;0.1;0.01
Ивабрадин;бронхит острый;Часто;0.1;0.01
Ивабрадин;бронхит;Часто;0.1;0.01
Ивабрадин;назофарингит;Часто;0.1;0.01
Ивабрадин;инфекция верхний дыхательный путь;Часто;0.1;0.01
Ивабрадин;инфекция дыхательный путь;Часто;0.1;0.01
Ивабрадин;грипп;Часто;0.1;0.01
Ивабрадин;кашель;Часто;0.1;0.01
Ивабрадин;хронический обструктивный болезнь лёгкий;Часто;0.1;0.01
Ивабрадин;одышка;Не часто;;
Ивабрадин;плохо контролировать сахарный диабет;Часто;0.1;0.01
Ивабрадин;сахарный диабет;Часто;0.1;0.01
Ивабрадин;гиперхолестеринемия;Часто;0.1;0.01
Ивабрадин;гипокалиемия;Часто;0.1;0.01
Ивабрадин;гиперурикемия;Часто;0.1;0.01
Ивабрадин;головной боль;Часто;0.1;0.01
Ивабрадин;головокружение;Часто;0.1;0.01
Ивабрадин;ишемический инсульт;Часто;0.1;0.01
Ивабрадин;обморок;Не часто;;
Ивабрадин;внезапный смерть;Часто;0.1;0.01
Ивабрадин;падение;Часто;0.1;0.01
Ивабрадин;астения;Не часто;;
Ивабрадин;усталость;Не часто;;
Ивабрадин;недомогание;Редко;0.001;0.0001
Ивабрадин;диарея;Часто;0.1;0.01
Ивабрадин;гастрит;Часто;0.1;0.01
Ивабрадин;тошнота;Не часто;;
Ивабрадин;запор;Не часто;;
Ивабрадин;боль в живот;Не часто;;
Ивабрадин;увеличение креатинин в кровь;Часто;0.1;0.01
Ивабрадин;анемия;Часто;0.1;0.01
Ивабрадин;эозинофилия;Не часто;;
Ивабрадин;почечный недостаточность;Часто;0.1;0.01
Ивабрадин;повышенный уровень трансаминаза;Часто;0.1;0.01
Ивабрадин;ангионевротический образование;Не часто;;
Ивабрадин;сыпь;Не часто;;
Ивабрадин;эритема;Редко;0.001;0.0001
Ивабрадин;зуд;Редко;0.001;0.0001
Ивабрадин;крапивница;Редко;0.001;0.0001
Ивабрадин;мышечный спазм;Не часто;;
Линаглиптин;запор;Не часто;;
Линаглиптин;повышение уровень амилаза;Не часто;;
Линаглиптин;панкреатит;Часто неизвеста;;
Линаглиптин;острый панкреатит;Данные о частоте, собранные после продажи;;
Линаглиптин;гиперчувствительность к лекарство;Часто неизвеста;;
Линаглиптин;серьёзный реакция гиперчувствительность;Данные о частоте, собранные после продажи;;
Линаглиптин;гипогликемия;Часто;0.1;0.01
Линаглиптин;гипертриглицеридемия;Часто;0.1;0.01
Линаглиптин;гиперлипидемия;Часто;0.1;0.01
Линаглиптин;увеличение уровень мочевой кислота;Часто;0.1;0.01
Линаглиптин;сыпь;Данные о частоте, собранные после продажи;;
Линаглиптин;ангионевротический образование;Данные о частоте, собранные после продажи;;
Линаглиптин;крапивница;Данные о частоте, собранные после продажи;;
Линаглиптин;кашель;Часто;0.1;0.01
Линаглиптин;назофарингит;Часто;0.1;0.01
Линаглиптин;инфекция верхний дыхательный путь;Часто;0.1;0.01
Линаглиптин;боль в спина;Часто;0.1;0.01
Линаглиптин;артралгия;Часто;0.1;0.01
Линаглиптин;боль в конечность;Часто;0.1;0.01
Линаглиптин;головной боль;Часто;0.1;0.01
Линаглиптин;инфекция мочевыводящий путь;Часто;0.1;0.01
Лираглутид;гипогликемия;Очень часто;1.0;0.1
Лираглутид;"снижение аппетит; гипогликемия";Часто;0.1;0.01
Лираглутид;обезвоживание;Не часто;;
Лираглутид;обезвоживание в результат тошнота;Данные о частоте, собранные после продажи;;
Лираглутид;рвота и диарея;Данные о частоте, собранные после продажи;;
Лираглутид;головной боль;Очень часто;1.0;0.1
Лираглутид;головокружение;Часто;0.1;0.01
Лираглутид;дисгевзия;Часто неизвеста;;
Лираглутид;назофарингит;Часто;0.1;0.01
Лираглутид;бронхит;Часто;0.1;0.01
Лираглутид;инфекция верхний дыхательный путь;Часто;0.1;0.01
Лираглутид;тошнота;Очень часто;1.0;0.1
Лираглутид;диарея;Очень часто;1.0;0.1
Лираглутид;запор;Очень часто;1.0;0.1
Лираглутид;рвота;Очень часто;1.0;0.1
Лираглутид;диспепсия;Часто;0.1;0.01
Лираглутид;боль в живот;Часто;0.1;0.01
Лираглутид;боль в верхний часть живот;Часто;0.1;0.01
Лираглутид;гастроэзофагеальный рефлюксный болезнь;Часто;0.1;0.01
Лираглутид;брюшной растяжение;Часто;0.1;0.01
Лираглутид;отрыжка;Часто;0.1;0.01
Лираглутид;метеоризм;Часто;0.1;0.01
Лираглутид;сухость в рот;Часто;0.1;0.01
Лираглутид;гастроэнтерит;Часто;0.1;0.01
Лираглутид;вирусный гастроэнтерит;Часто;0.1;0.01
Лираглутид;повышенный липаза;Часто;0.1;0.01
Лираглутид;острый панкреатит;Не часто;;
Лираглутид;острый болезнь жёлчный пузырь;Не часто;;
Лираглутид;непроходимость кишечник;Редко;0.001;0.0001
Лираглутид;острый геморрагический или некротический панкреатит;Данные о частоте, собранные после продажи;;
Лираглутид;летальный эффект;Данные о частоте, собранные после продажи;;
Лираглутид;увеличение средний частота сердечный сокращение в состояние покой;Очень часто;1.0;0.1
Лираглутид;гипотония;Часто;0.1;0.01
Лираглутид;нарушение проводимость сердце;Не часто;;
Лираглутид;тахикардия;Не часто;;
Лираглутид;инфекция мочевыводящий путь;Часто;0.1;0.01
Лираглутид;эритема в место инъекция;Часто;0.1;0.01
Лираглутид;реакция в место инъекция;Часто;0.1;0.01
Лираглутид;выработка антилираглутидный антитело;Часто неизвеста;;
Лираглутид;крапивница;Не часто;;
Лираглутид;серьёзный реакция гиперчувствительность;Данные о частоте, собранные после продажи;;
Лираглутид;аллергический реакция;Данные о частоте, собранные после продажи;;
Лираглутид;нарушение функция почка;Не часто;;
Лираглутид;острый почечный недостаточность;Не часто;;
Лираглутид;острый почечный недостаточность и ухудшение хронический почечный недостаточность;Данные о частоте, собранные после продажи;;
Лираглутид;повышение креатинин сыворотка;Данные о частоте, собранные после продажи;;
Лираглутид;сыпь;Часто;0.1;0.01
Лираглутид;зуд;Не часто;;
Лираглутид;повышение уровень кальцитонин в кровь;Часто;0.1;0.01
Лираглутид;зоб;Не часто;;
Лираглутид;усталость;Часто;0.1;0.01
Лираглутид;астения;Не часто;;
Лираглутид;недомогание;Не часто;;
Лираглутид;бессонница;Часто;0.1;0.01
Лираглутид;тревожность;Часто;0.1;0.01
Лираглутид;суицидальный мысль;Не часто;;
Лираглутид;попытка самоубийство;Очень редко;0.0001;0.0
Лираглутид;увеличение алта;Не часто;;
Лираглутид;повышенный уровень аста;Часто неизвеста;;
Лираглутид;повышение фермент печень;Данные о частоте, собранные после продажи;;
Лираглутид;гипербилирубинемия;Данные о частоте, собранные после продажи;;
Лираглутид;холестаз;Данные о частоте, собранные после продажи;;
Лираглутид;гепатит;Данные о частоте, собранные после продажи;;
Лираглутид;доброкачественный колоректальный новообразование;Не часто;;
Лираглутид;папиллярный рак щитовидный железа;Не часто;;
Лираглутид;рак молочный железа;Не часто;;
Лираглутид;злокачественный колоректальный карцинома;Не часто;;
Лираглутид;гиперплазия c-клетка щитовидный железа;Часто неизвеста;;
Лираглутид;медуллярный рак щитовидный железа;Данные о частоте, собранные после продажи;;
Лизиноприл;гипотония;Очень часто;1.0;0.1
Лизиноприл;боль в грудь;Часто;0.1;0.01
Лизиноприл;стенокардия;Часто;0.1;0.01
Лизиноприл;ортостатический гипотензия;Часто;0.1;0.01
Лизиноприл;тахикардия;Часто;0.1;0.01
Лизиноприл;ангионеротический отёк;Не часто;;
Лизиноприл;инсульт;Не часто;;
Лизиноприл;синдром рейно;Не часто;;
Лизиноприл;увеличение креатинин;Часто;0.1;0.01
Лизиноприл;почечный недостаточность;Очень редко;0.0001;0.0
Лизиноприл;головокружение;Очень часто;1.0;0.1
Лизиноприл;головной боль;Часто;0.1;0.01
Лизиноприл;обморок;Часто;0.1;0.01
Лизиноприл;парестеий;Не часто;;
Лизиноприл;ринит;Не часто;;
Лизиноприл;бронхоспазм;Очень редко;0.0001;0.0
Лизиноприл;синусит;Очень редко;0.0001;0.0
Лизиноприл;аллергический альвеолит/эозинофильный пневмония;Очень редко;0.0001;0.0
Лизиноприл;гиперкалиемия;Часто;0.1;0.01
Лизиноприл;подагра;Часто неизвеста;;
Лизиноприл;гипогликемия у пациент с диабет, получать ингибитор апф, при одновременный применение пероральный антидиабетический препарат или инсулин;Часто неизвеста;;
Лизиноприл;диарея;Часто;0.1;0.01
Лизиноприл;тошнота;Часто;0.1;0.01
Лизиноприл;рвота;Часто;0.1;0.01
Лизиноприл;панкреатит;Часто неизвеста;;
Лизиноприл;запор;Часто неизвеста;;
Лизиноприл;метеоризм;Часто неизвеста;;
Лизиноприл;сухость в рот;Часто неизвеста;;
Лизиноприл;нарушение вкус;Часто неизвеста;;
Лизиноприл;ангионевротический образование;Не часто;;
Лизиноприл;сыпь;Не часто;;
Лизиноприл;зуд;Не часто;;
Лизиноприл;эритема;Не часто;;
Лизиноприл;алопеция;Редко;0.001;0.0001
Лизиноприл;крапивница;Редко;0.001;0.0001
Лизиноприл;псориаз;Редко;0.001;0.0001
Лизиноприл;гиперчувствительность/ангиоэдем;Редко;0.001;0.0001
Лизиноприл;ангионеротический отёк лицо;Редко;0.001;0.0001
Лизиноприл;потоотделение;Очень редко;0.0001;0.0
Лизиноприл;повреждение кожа;Очень редко;0.0001;0.0
Лизиноприл;кожный инфекция;Очень редко;0.0001;0.0
Лизиноприл;пемфигус;Очень редко;0.0001;0.0
Лизиноприл;токсический эпидермальный некролиз;Очень редко;0.0001;0.0
Лизиноприл;синдром стивенс-джонсон;Очень редко;0.0001;0.0
Лизиноприл;многоформенный экссудативный эритема;Очень редко;0.0001;0.0
Лизиноприл;кожный псевдолимфома;Очень редко;0.0001;0.0
Лизиноприл;светочувствительность;Часто неизвеста;;
Лизиноприл;покраснение кожа;Часто неизвеста;;
Лизиноприл;диафорез;Часто неизвеста;;
Лизиноприл;депрессия костный мозг;Очень редко;0.0001;0.0
Лизиноприл;гемолитический анемия;Очень редко;0.0001;0.0
Лизиноприл;лейкопения/нейтропения;Очень редко;0.0001;0.0
Лизиноприл;тромбоцитопения;Очень редко;0.0001;0.0
Лизиноприл;снижение уровень гемоглобин;Очень редко;0.0001;0.0
Лизиноприл;уменьшение гематокрит;Очень редко;0.0001;0.0
Лизиноприл;нарушение память;Редко;0.001;0.0001
Лизиноприл;путаница;Редко;0.001;0.0001
Лизиноприл;сонливость;Редко;0.001;0.0001
Лизиноприл;раздражительность;Редко;0.001;0.0001
Лизиноприл;нервозность;Редко;0.001;0.0001
Лизиноприл;галлюцинация;Редко;0.001;0.0001
Лизиноприл;мания;Очень редко;0.0001;0.0
Лизиноприл;холестатический желтуха, который прогрессировать в некроз печень, а иногда и смерть;Очень редко;0.0001;0.0
Лизиноприл;диабет;Очень редко;0.0001;0.0
Лизиноприл;синдром неадекватный секреция антидиуретический гормон;Очень редко;0.0001;0.0
Лизиноприл;кашель;Часто;0.1;0.01
Лизиноприл;усталость;Часто неизвеста;;
Лизиноприл;астения;Часто неизвеста;;
Лизиноприл;ортостатический эффект;Часто неизвеста;;
Лизиноприл;шум в ухо;Часто неизвеста;;
Лизиноприл;нарушение обоняние;Часто неизвеста;;
Лизиноприл;импотенция;Не часто;;
Лизиноприл;гинекомастие;Редко;0.001;0.0001
Лизиноприл;протеинурия;Часто неизвеста;;
Лозартан;заложенность нос;Часто;0.1;0.01
Лозартан;инфекция верхний дыхательный путь;Часто;0.1;0.01
Лозартан;синусит;Часто;0.1;0.01
Лозартан;фарингит;Часто;0.1;0.01
Лозартан;кашель;Часто;0.1;0.01
Лозартан;заболевание носов пазуха;Часто;0.1;0.01
Лозартан;одышка;Не часто;;
Лозартан;бронхит;Часто неизвеста;;
Лозартан;дискомфорт в глотка;Часто неизвеста;;
Лозартан;эпистаксис;Часто неизвеста;;
Лозартан;ринит;Часто неизвеста;;
Лозартан;заложенность дыхательный путь;Часто неизвеста;;
Лозартан;боль в живот;Часто;0.1;0.01
Лозартан;тошнота;Часто;0.1;0.01
Лозартан;диарея;Часто;0.1;0.01
Лозартан;диспепсия;Часто;0.1;0.01
Лозартан;обстипация;Не часто;;
Лозартан;рвота;Не часто;;
Лозартан;запор;Часто неизвеста;;
Лозартан;зубной боль;Часто неизвеста;;
Лозартан;сухость в рот;Часто неизвеста;;
Лозартан;метеоризм;Часто неизвеста;;
Лозартан;гастрит;Часто неизвеста;;
Лозартан;мышечный судорога;Часто;0.1;0.01
Лозартан;боль в спина;Часто;0.1;0.01
Лозартан;боль в нога;Часто;0.1;0.01
Лозартан;миалгия;Часто;0.1;0.01
Лозартан;боль в рука;Часто неизвеста;;
Лозартан;боль в бедро;Часто неизвеста;;
Лозартан;отёк сустав;Часто неизвеста;;
Лозартан;боль в колено;Часто неизвеста;;
Лозартан;мышечный-скелетный боль;Часто неизвеста;;
Лозартан;боль в плечо;Часто неизвеста;;
Лозартан;скованность;Часто неизвеста;;
Лозартан;артралгия;Часто неизвеста;;
Лозартан;артрит;Часто неизвеста;;
Лозартан;фибромиалгия;Часто неизвеста;;
Лозартан;мышечный слабость;Часто неизвеста;;
Лозартан;рабдомиолиз;Данные о частоте, собранные после продажи;;
Лозартан;нарушение функция почка;Часто;0.1;0.01
Лозартан;почечный недостаточность;Часто;0.1;0.01
